Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"23/12/2022 15:00:03","23/12/2022","Storage, Medium Range, Stock Levels","13424.0478","23/12/2022 15:56:00",""
"23/12/2022 15:00:03","23/12/2022","Storage, Short Range, Stock Levels","0.0000","23/12/2022 15:56:00",""
"22/12/2022 15:30:00","22/12/2022","LNG, Daily Aggregated Stock level, D+1","8066928293.0000","22/12/2022 15:30:01","L"
"22/12/2022 15:00:08","22/12/2022","Storage, Long Range, Stock Levels","4757.1597","22/12/2022 15:56:00",""
"22/12/2022 15:00:08","22/12/2022","Storage, Medium Range, Stock Levels","13291.9738","22/12/2022 15:56:00",""
"22/12/2022 15:00:08","22/12/2022","Storage, Short Range, Stock Levels","0.0000","22/12/2022 15:56:00",""
"21/12/2022 15:30:00","21/12/2022","LNG, Daily Aggregated Stock level, D+1","7129467399.0000","21/12/2022 15:30:01","L"
"21/12/2022 15:00:09","21/12/2022","Storage, Long Range, Stock Levels","4688.5030","21/12/2022 15:56:00",""
"21/12/2022 15:00:09","21/12/2022","Storage, Medium Range, Stock Levels","13090.3669","21/12/2022 15:56:00",""
"21/12/2022 15:00:09","21/12/2022","Storage, Short Range, Stock Levels","0.0000","21/12/2022 15:56:00",""
"20/12/2022 15:30:00","20/12/2022","LNG, Daily Aggregated Stock level, D+1","7407160809.0000","20/12/2022 15:30:01","L"
"20/12/2022 15:00:03","20/12/2022","Storage, Long Range, Stock Levels","4751.5030","20/12/2022 15:56:00",""
"20/12/2022 15:00:03","20/12/2022","Storage, Medium Range, Stock Levels","12624.3020","20/12/2022 15:56:00",""
"20/12/2022 15:00:03","20/12/2022","Storage, Short Range, Stock Levels","0.0000","20/12/2022 15:56:00",""
"19/12/2022 15:30:00","19/12/2022","LNG, Daily Aggregated Stock level, D+1","8709695051.0000","19/12/2022 15:30:00","L"
"19/12/2022 15:00:16","19/12/2022","Storage, Long Range, Stock Levels","4751.5030","19/12/2022 15:56:00",""
"19/12/2022 15:00:16","19/12/2022","Storage, Medium Range, Stock Levels","12149.7585","19/12/2022 15:56:00",""
"19/12/2022 15:00:16","19/12/2022","Storage, Short Range, Stock Levels","0.0000","19/12/2022 15:56:00",""
"18/12/2022 15:30:00","18/12/2022","LNG, Daily Aggregated Stock level, D+1","8578308861.0000","18/12/2022 15:30:01","L"
"18/12/2022 15:00:03","18/12/2022","Storage, Long Range, Stock Levels","4751.5030","18/12/2022 15:56:00",""
"18/12/2022 15:00:03","18/12/2022","Storage, Medium Range, Stock Levels","12113.2732","18/12/2022 15:56:00",""
"18/12/2022 15:00:03","18/12/2022","Storage, Short Range, Stock Levels","0.0000","18/12/2022 15:56:00",""
"17/12/2022 15:30:00","17/12/2022","LNG, Daily Aggregated Stock level, D+1","8760659347.0000","17/12/2022 15:30:01","L"
"17/12/2022 15:00:08","17/12/2022","Storage, Long Range, Stock Levels","4751.5030","17/12/2022 15:56:00",""
"17/12/2022 15:00:08","17/12/2022","Storage, Medium Range, Stock Levels","12471.4859","17/12/2022 15:56:00",""
"17/12/2022 15:00:08","17/12/2022","Storage, Short Range, Stock Levels","0.0000","17/12/2022 15:56:00",""
"17/12/2022 15:00:08","16/12/2022","Storage, Long Range, Stock Levels","4751.5030","17/12/2022 15:56:00",""
"17/12/2022 15:00:08","16/12/2022","Storage, Medium Range, Stock Levels","13125.6283","17/12/2022 15:56:00",""
"16/12/2022 15:30:00","16/12/2022","LNG, Daily Aggregated Stock level, D+1","8228510110.0000","16/12/2022 15:30:00","L"
"16/12/2022 15:00:15","16/12/2022","Storage, Long Range, Stock Levels","4751.4036","16/12/2022 15:56:00",""
"16/12/2022 15:00:15","16/12/2022","Storage, Medium Range, Stock Levels","13125.9457","16/12/2022 15:56:00",""
"16/12/2022 15:00:15","16/12/2022","Storage, Short Range, Stock Levels","0.0000","16/12/2022 15:56:00",""
"16/12/2022 15:00:15","15/12/2022","Storage, Medium Range, Stock Levels","13842.9975","16/12/2022 15:56:00",""
"15/12/2022 15:30:00","15/12/2022","LNG, Daily Aggregated Stock level, D+1","7985626655.0000","15/12/2022 15:30:01","L"
"15/12/2022 15:00:03","15/12/2022","Storage, Long Range, Stock Levels","4780.3694","15/12/2022 15:56:00",""
"15/12/2022 15:00:03","15/12/2022","Storage, Medium Range, Stock Levels","13843.9490","15/12/2022 15:56:00",""
"15/12/2022 15:00:03","15/12/2022","Storage, Short Range, Stock Levels","0.0000","15/12/2022 15:56:00",""
"14/12/2022 15:30:00","14/12/2022","LNG, Daily Aggregated Stock level, D+1","7850847391.0000","14/12/2022 15:30:00","L"
"14/12/2022 15:00:06","14/12/2022","Storage, Long Range, Stock Levels","4782.4753","14/12/2022 15:56:00",""
"14/12/2022 15:00:06","14/12/2022","Storage, Medium Range, Stock Levels","14492.7200","14/12/2022 15:56:00",""
"14/12/2022 15:00:06","14/12/2022","Storage, Short Range, Stock Levels","0.0000","14/12/2022 15:56:00",""
"14/12/2022 15:00:06","06/12/2022","Storage, Long Range, Stock Levels","4953.3434","14/12/2022 15:56:00",""
"13/12/2022 15:30:00","13/12/2022","LNG, Daily Aggregated Stock level, D+1","8593280530.0000","13/12/2022 15:30:00","L"
"13/12/2022 15:00:06","13/12/2022","Storage, Long Range, Stock Levels","4743.8284","13/12/2022 15:56:00",""
"13/12/2022 15:00:06","13/12/2022","Storage, Medium Range, Stock Levels","15169.3468","13/12/2022 15:56:00",""
"13/12/2022 15:00:06","13/12/2022","Storage, Short Range, Stock Levels","0.0000","13/12/2022 15:56:00",""
"12/12/2022 15:30:00","12/12/2022","LNG, Daily Aggregated Stock level, D+1","8707829336.0000","12/12/2022 15:30:00","L"
"12/12/2022 15:00:06","12/12/2022","Storage, Long Range, Stock Levels","4831.8284","12/12/2022 15:56:00",""
"12/12/2022 15:00:06","12/12/2022","Storage, Medium Range, Stock Levels","15889.5701","12/12/2022 15:56:00",""
"12/12/2022 15:00:06","12/12/2022","Storage, Short Range, Stock Levels","0.0000","12/12/2022 15:56:00",""
"11/12/2022 15:30:00","11/12/2022","LNG, Daily Aggregated Stock level, D+1","7826071812.0000","11/12/2022 15:30:00","L"
"11/12/2022 15:00:10","11/12/2022","Storage, Long Range, Stock Levels","4839.4217","11/12/2022 15:56:00",""
"11/12/2022 15:00:10","11/12/2022","Storage, Medium Range, Stock Levels","16311.2555","11/12/2022 15:56:00",""
"11/12/2022 15:00:10","11/12/2022","Storage, Short Range, Stock Levels","0.0000","11/12/2022 15:56:00",""
"10/12/2022 15:30:00","10/12/2022","LNG, Daily Aggregated Stock level, D+1","8458774941.0000","10/12/2022 15:30:00","L"
"10/12/2022 15:00:07","10/12/2022","Storage, Long Range, Stock Levels","4847.0150","10/12/2022 15:56:00",""
"10/12/2022 15:00:07","10/12/2022","Storage, Medium Range, Stock Levels","16512.0497","10/12/2022 15:56:00",""
"10/12/2022 15:00:07","10/12/2022","Storage, Short Range, Stock Levels","0.0000","10/12/2022 15:56:00",""
"09/12/2022 15:30:00","09/12/2022","LNG, Daily Aggregated Stock level, D+1","8596321776.0000","09/12/2022 15:30:00","L"
"09/12/2022 15:00:10","09/12/2022","Storage, Long Range, Stock Levels","4876.1661","09/12/2022 15:56:00",""
"09/12/2022 15:00:10","09/12/2022","Storage, Medium Range, Stock Levels","16897.1085","09/12/2022 15:56:00",""
"09/12/2022 15:00:10","09/12/2022","Storage, Short Range, Stock Levels","0.0000","09/12/2022 15:56:00",""
"08/12/2022 15:30:00","08/12/2022","LNG, Daily Aggregated Stock level, D+1","9097580509.0000","08/12/2022 15:30:00","L"
"08/12/2022 15:00:05","08/12/2022","Storage, Long Range, Stock Levels","4905.3173","08/12/2022 15:56:00",""
"08/12/2022 15:00:05","08/12/2022","Storage, Medium Range, Stock Levels","17222.8505","08/12/2022 15:56:00",""
"08/12/2022 15:00:05","08/12/2022","Storage, Short Range, Stock Levels","0.0000","08/12/2022 15:56:00",""
"07/12/2022 15:30:00","07/12/2022","LNG, Daily Aggregated Stock level, D+1","8297308580.0000","07/12/2022 15:30:00","L"
"07/12/2022 15:00:09","07/12/2022","Storage, Long Range, Stock Levels","4934.4498","07/12/2022 15:56:00",""
"07/12/2022 15:00:09","07/12/2022","Storage, Medium Range, Stock Levels","17381.1157","07/12/2022 15:56:00",""
"07/12/2022 15:00:09","07/12/2022","Storage, Short Range, Stock Levels","0.0000","07/12/2022 15:56:00",""
"06/12/2022 15:30:00","06/12/2022","LNG, Daily Aggregated Stock level, D+1","8462039284.0000","06/12/2022 15:30:01","L"
"06/12/2022 15:00:05","06/12/2022","Storage, Long Range, Stock Levels","2953.3434","06/12/2022 15:56:00",""
"06/12/2022 15:00:05","06/12/2022","Storage, Medium Range, Stock Levels","17335.4469","06/12/2022 15:56:00",""
"06/12/2022 15:00:05","06/12/2022","Storage, Short Range, Stock Levels","0.0000","06/12/2022 15:56:00",""
"05/12/2022 15:30:00","05/12/2022","LNG, Daily Aggregated Stock level, D+1","9015110855.0000","05/12/2022 15:30:00","L"
"05/12/2022 15:00:10","05/12/2022","Storage, Long Range, Stock Levels","4959.1113","05/12/2022 15:56:00",""
"05/12/2022 15:00:10","05/12/2022","Storage, Medium Range, Stock Levels","17400.6347","05/12/2022 15:56:00",""
"05/12/2022 15:00:10","05/12/2022","Storage, Short Range, Stock Levels","0.0000","05/12/2022 15:56:00",""
"04/12/2022 15:30:00","04/12/2022","LNG, Daily Aggregated Stock level, D+1","9413029011.0000","04/12/2022 15:30:01","L"
"04/12/2022 15:00:07","04/12/2022","Storage, Long Range, Stock Levels","4973.0224","04/12/2022 15:56:00",""
"04/12/2022 15:00:07","04/12/2022","Storage, Medium Range, Stock Levels","17236.4836","04/12/2022 15:56:00",""
"04/12/2022 15:00:07","04/12/2022","Storage, Short Range, Stock Levels","0.0000","04/12/2022 15:56:00",""
"03/12/2022 15:30:00","03/12/2022","LNG, Daily Aggregated Stock level, D+1","8687580741.0000","03/12/2022 15:30:01","L"
"03/12/2022 15:00:05","03/12/2022","Storage, Long Range, Stock Levels","4998.6332","03/12/2022 15:56:00",""
"03/12/2022 15:00:05","03/12/2022","Storage, Medium Range, Stock Levels","17063.0016","03/12/2022 15:56:00",""
"03/12/2022 15:00:05","03/12/2022","Storage, Short Range, Stock Levels","0.0000","03/12/2022 15:56:00",""
"02/12/2022 15:30:00","02/12/2022","LNG, Daily Aggregated Stock level, D+1","9022398983.0000","02/12/2022 15:30:01","L"
"02/12/2022 15:00:08","02/12/2022","Storage, Long Range, Stock Levels","5028.6182","02/12/2022 15:56:00",""
"02/12/2022 15:00:08","02/12/2022","Storage, Medium Range, Stock Levels","17071.7715","02/12/2022 15:56:00",""
"02/12/2022 15:00:08","02/12/2022","Storage, Short Range, Stock Levels","0.0000","02/12/2022 15:56:00",""
"01/12/2022 15:30:00","01/12/2022","LNG, Daily Aggregated Stock level, D+1","8980781603.0000","01/12/2022 15:30:00","L"
"01/12/2022 15:00:07","01/12/2022","Storage, Long Range, Stock Levels","5127.8301","01/12/2022 15:56:00",""
"01/12/2022 15:00:07","01/12/2022","Storage, Medium Range, Stock Levels","17510.6416","01/12/2022 15:56:00",""
"01/12/2022 15:00:07","01/12/2022","Storage, Short Range, Stock Levels","0.0000","01/12/2022 15:56:00",""
"30/11/2022 15:30:00","30/11/2022","LNG, Daily Aggregated Stock level, D+1","7402180159.0000","30/11/2022 15:30:00","L"
"30/11/2022 15:00:05","30/11/2022","Storage, Long Range, Stock Levels","5130.3872","30/11/2022 15:56:00",""
"30/11/2022 15:00:05","30/11/2022","Storage, Medium Range, Stock Levels","17545.5890","30/11/2022 15:56:00",""
"30/11/2022 15:00:05","30/11/2022","Storage, Short Range, Stock Levels","0.0000","30/11/2022 15:56:00",""
"29/11/2022 15:30:00","29/11/2022","LNG, Daily Aggregated Stock level, D+1","8522595011.0000","29/11/2022 15:30:00","L"
"29/11/2022 15:00:04","29/11/2022","Storage, Long Range, Stock Levels","5130.3872","29/11/2022 15:56:00",""
"29/11/2022 15:00:04","29/11/2022","Storage, Medium Range, Stock Levels","17871.9996","29/11/2022 15:56:00",""
"29/11/2022 15:00:04","29/11/2022","Storage, Short Range, Stock Levels","0.0000","29/11/2022 15:56:00",""
"28/11/2022 15:30:00","28/11/2022","LNG, Daily Aggregated Stock level, D+1","9654400670.0000","28/11/2022 15:30:00","L"
"28/11/2022 15:00:13","28/11/2022","Storage, Long Range, Stock Levels","5078.1800","28/11/2022 15:56:00",""
"28/11/2022 15:00:13","28/11/2022","Storage, Medium Range, Stock Levels","17952.4752","28/11/2022 15:56:00",""
"28/11/2022 15:00:13","28/11/2022","Storage, Short Range, Stock Levels","0.0000","28/11/2022 15:56:00",""
"27/11/2022 15:30:00","27/11/2022","LNG, Daily Aggregated Stock level, D+1","9493719718.0000","27/11/2022 15:30:01","L"
"27/11/2022 15:00:07","27/11/2022","Storage, Long Range, Stock Levels","5003.2750","27/11/2022 15:56:00",""
"27/11/2022 15:00:07","27/11/2022","Storage, Medium Range, Stock Levels","17754.6711","27/11/2022 15:56:00",""
"27/11/2022 15:00:07","27/11/2022","Storage, Short Range, Stock Levels","0.0000","27/11/2022 15:56:00",""
"26/11/2022 15:30:00","26/11/2022","LNG, Daily Aggregated Stock level, D+1","9150760965.0000","26/11/2022 15:30:00","L"
"26/11/2022 15:00:06","26/11/2022","Storage, Long Range, Stock Levels","4928.8439","26/11/2022 15:56:00",""
"26/11/2022 15:00:06","26/11/2022","Storage, Medium Range, Stock Levels","17454.5481","26/11/2022 15:56:00",""
"26/11/2022 15:00:06","26/11/2022","Storage, Short Range, Stock Levels","0.0000","26/11/2022 15:56:00",""
"25/11/2022 15:30:00","25/11/2022","LNG, Daily Aggregated Stock level, D+1","7750757861.0000","25/11/2022 15:30:00","L"
"25/11/2022 15:00:11","25/11/2022","Storage, Long Range, Stock Levels","4858.2807","25/11/2022 15:56:00",""
"25/11/2022 15:00:11","25/11/2022","Storage, Medium Range, Stock Levels","17417.0240","25/11/2022 15:56:00",""
"25/11/2022 15:00:11","25/11/2022","Storage, Short Range, Stock Levels","0.0000","25/11/2022 15:56:00",""
"24/11/2022 15:30:00","24/11/2022","LNG, Daily Aggregated Stock level, D+1","8588298045.0000","24/11/2022 15:30:01","L"
"24/11/2022 15:00:11","24/11/2022","Storage, Long Range, Stock Levels","4787.0048","24/11/2022 15:56:00",""
"24/11/2022 15:00:11","24/11/2022","Storage, Medium Range, Stock Levels","17527.5624","24/11/2022 15:56:00",""
"24/11/2022 15:00:11","24/11/2022","Storage, Short Range, Stock Levels","0.0000","24/11/2022 15:56:00",""
"23/11/2022 15:30:00","23/11/2022","LNG, Daily Aggregated Stock level, D+1","8476487013.0000","23/11/2022 15:30:00","L"
"23/11/2022 15:00:11","23/11/2022","Storage, Long Range, Stock Levels","4710.9172","23/11/2022 15:56:00",""
"23/11/2022 15:00:11","23/11/2022","Storage, Medium Range, Stock Levels","17458.2290","23/11/2022 15:56:00",""
"23/11/2022 15:00:11","23/11/2022","Storage, Short Range, Stock Levels","0.0000","23/11/2022 15:56:00",""
"22/11/2022 15:30:00","22/11/2022","LNG, Daily Aggregated Stock level, D+1","9052575298.0000","22/11/2022 15:30:01","L"
"22/11/2022 15:00:07","22/11/2022","Storage, Long Range, Stock Levels","4629.8508","22/11/2022 15:56:00",""
"22/11/2022 15:00:07","22/11/2022","Storage, Medium Range, Stock Levels","17941.9385","22/11/2022 15:56:00",""
"22/11/2022 15:00:07","22/11/2022","Storage, Short Range, Stock Levels","0.0000","22/11/2022 15:56:00",""
"21/11/2022 15:30:00","21/11/2022","LNG, Daily Aggregated Stock level, D+1","8299850579.0000","21/11/2022 15:30:01","L"
"21/11/2022 15:00:05","21/11/2022","Storage, Long Range, Stock Levels","4551.7194","21/11/2022 15:56:00",""
"21/11/2022 15:00:05","21/11/2022","Storage, Medium Range, Stock Levels","18126.5859","21/11/2022 15:56:00",""
"21/11/2022 15:00:05","21/11/2022","Storage, Short Range, Stock Levels","0.0000","21/11/2022 15:56:00",""
"20/11/2022 15:30:00","20/11/2022","LNG, Daily Aggregated Stock level, D+1","8194296709.0000","20/11/2022 15:30:01","L"
"20/11/2022 15:00:13","20/11/2022","Storage, Long Range, Stock Levels","4470.0055","20/11/2022 15:56:00",""
"20/11/2022 15:00:13","20/11/2022","Storage, Medium Range, Stock Levels","18083.9538","20/11/2022 15:56:00",""
"20/11/2022 15:00:13","20/11/2022","Storage, Short Range, Stock Levels","0.0000","20/11/2022 15:56:00",""
"19/11/2022 15:30:00","19/11/2022","LNG, Daily Aggregated Stock level, D+1","7539918142.0000","19/11/2022 15:30:01","L"
"19/11/2022 15:00:12","19/11/2022","Storage, Long Range, Stock Levels","4389.2669","19/11/2022 15:56:00",""
"19/11/2022 15:00:12","19/11/2022","Storage, Medium Range, Stock Levels","17924.1868","19/11/2022 15:56:00",""
"19/11/2022 15:00:12","19/11/2022","Storage, Short Range, Stock Levels","0.0000","19/11/2022 15:56:00",""
"18/11/2022 15:30:00","18/11/2022","LNG, Daily Aggregated Stock level, D+1","7625006881.0000","18/11/2022 15:30:00","L"
"18/11/2022 15:00:08","18/11/2022","Storage, Long Range, Stock Levels","4313.1079","18/11/2022 15:56:00",""
"18/11/2022 15:00:08","18/11/2022","Storage, Medium Range, Stock Levels","18008.9913","18/11/2022 15:56:00",""
"18/11/2022 15:00:08","18/11/2022","Storage, Short Range, Stock Levels","0.0000","18/11/2022 15:56:00",""
"17/11/2022 15:30:00","17/11/2022","LNG, Daily Aggregated Stock level, D+1","8108884324.0000","17/11/2022 15:30:00","L"
"17/11/2022 15:00:15","17/11/2022","Storage, Long Range, Stock Levels","4222.5964","17/11/2022 15:56:00",""
"17/11/2022 15:00:15","17/11/2022","Storage, Medium Range, Stock Levels","17756.1592","17/11/2022 15:56:00",""
"17/11/2022 15:00:15","17/11/2022","Storage, Short Range, Stock Levels","0.0000","17/11/2022 15:56:00",""
"16/11/2022 15:30:00","16/11/2022","LNG, Daily Aggregated Stock level, D+1","8241677509.0000","16/11/2022 15:30:00","L"
"16/11/2022 15:00:07","16/11/2022","Storage, Long Range, Stock Levels","4160.2901","16/11/2022 15:56:00",""
"16/11/2022 15:00:07","16/11/2022","Storage, Medium Range, Stock Levels","17586.0010","16/11/2022 15:56:00",""
"16/11/2022 15:00:07","16/11/2022","Storage, Short Range, Stock Levels","0.0000","16/11/2022 15:56:00",""
"15/11/2022 15:30:00","15/11/2022","LNG, Daily Aggregated Stock level, D+1","8466613859.0000","15/11/2022 15:30:01","L"
"15/11/2022 15:00:15","15/11/2022","Storage, Long Range, Stock Levels","4082.0680","15/11/2022 15:56:00",""
"15/11/2022 15:00:15","15/11/2022","Storage, Medium Range, Stock Levels","17431.9039","15/11/2022 15:56:00",""
"15/11/2022 15:00:15","15/11/2022","Storage, Short Range, Stock Levels","0.0000","15/11/2022 15:56:00",""
"14/11/2022 15:30:00","14/11/2022","LNG, Daily Aggregated Stock level, D+1","8100232953.0000","14/11/2022 15:30:00","L"
"14/11/2022 15:00:13","14/11/2022","Storage, Long Range, Stock Levels","4013.2694","14/11/2022 15:56:00",""
"14/11/2022 15:00:13","14/11/2022","Storage, Medium Range, Stock Levels","17544.1763","14/11/2022 15:56:00",""
"14/11/2022 15:00:13","14/11/2022","Storage, Short Range, Stock Levels","0.0000","14/11/2022 15:56:00",""
"13/11/2022 15:30:00","13/11/2022","LNG, Daily Aggregated Stock level, D+1","7805538273.0000","13/11/2022 15:30:01","L"
"13/11/2022 15:00:05","13/11/2022","Storage, Long Range, Stock Levels","3942.6368","13/11/2022 15:56:00",""
"13/11/2022 15:00:05","13/11/2022","Storage, Medium Range, Stock Levels","17488.1140","13/11/2022 15:56:00",""
"13/11/2022 15:00:05","13/11/2022","Storage, Short Range, Stock Levels","0.0000","13/11/2022 15:56:00",""
"12/11/2022 15:30:00","12/11/2022","LNG, Daily Aggregated Stock level, D+1","7968635640.0000","12/11/2022 15:30:00","L"
"12/11/2022 15:00:03","12/11/2022","Storage, Long Range, Stock Levels","3868.3417","12/11/2022 15:56:00",""
"12/11/2022 15:00:03","12/11/2022","Storage, Medium Range, Stock Levels","17443.2548","12/11/2022 15:56:00",""
"12/11/2022 15:00:03","12/11/2022","Storage, Short Range, Stock Levels","0.0000","12/11/2022 15:56:00",""
"11/11/2022 15:30:00","11/11/2022","LNG, Daily Aggregated Stock level, D+1","8544308872.0000","11/11/2022 15:30:00","L"
"11/11/2022 15:00:17","11/11/2022","Storage, Long Range, Stock Levels","3776.0082","11/11/2022 15:56:00",""
"11/11/2022 15:00:17","11/11/2022","Storage, Medium Range, Stock Levels","17196.0794","11/11/2022 15:56:00",""
"11/11/2022 15:00:17","11/11/2022","Storage, Short Range, Stock Levels","0.0000","11/11/2022 15:56:00",""
"10/11/2022 15:30:00","10/11/2022","LNG, Daily Aggregated Stock level, D+1","8360446461.0000","10/11/2022 15:30:01","L"
"10/11/2022 15:00:05","10/11/2022","Storage, Long Range, Stock Levels","3715.9876","10/11/2022 15:56:00",""
"10/11/2022 15:00:05","10/11/2022","Storage, Medium Range, Stock Levels","17239.3607","10/11/2022 15:56:00",""
"10/11/2022 15:00:05","10/11/2022","Storage, Short Range, Stock Levels","0.0000","10/11/2022 15:56:00",""
"09/11/2022 15:30:00","09/11/2022","LNG, Daily Aggregated Stock level, D+1","9277548293.0000","09/11/2022 15:30:01","L"
"09/11/2022 15:00:09","09/11/2022","Storage, Long Range, Stock Levels","3645.4962","09/11/2022 15:56:00",""
"09/11/2022 15:00:09","09/11/2022","Storage, Medium Range, Stock Levels","17470.5440","09/11/2022 15:56:00",""
"09/11/2022 15:00:09","09/11/2022","Storage, Short Range, Stock Levels","0.0000","09/11/2022 15:56:00",""
"08/11/2022 15:30:00","08/11/2022","LNG, Daily Aggregated Stock level, D+1","9068379011.0000","08/11/2022 15:30:01","L"
"08/11/2022 15:00:12","08/11/2022","Storage, Long Range, Stock Levels","3572.5713","08/11/2022 15:56:00",""
"08/11/2022 15:00:12","08/11/2022","Storage, Medium Range, Stock Levels","17430.0622","08/11/2022 15:56:00",""
"08/11/2022 15:00:12","08/11/2022","Storage, Short Range, Stock Levels","0.0000","08/11/2022 15:56:00",""
"07/11/2022 15:30:00","07/11/2022","LNG, Daily Aggregated Stock level, D+1","9767256157.0000","07/11/2022 15:30:01","L"
"07/11/2022 15:00:13","07/11/2022","Storage, Long Range, Stock Levels","3492.5299","07/11/2022 15:56:00",""
"07/11/2022 15:00:13","07/11/2022","Storage, Medium Range, Stock Levels","17318.2294","07/11/2022 15:56:00",""
"07/11/2022 15:00:13","07/11/2022","Storage, Short Range, Stock Levels","0.0000","07/11/2022 15:56:00",""
"06/11/2022 15:30:00","06/11/2022","LNG, Daily Aggregated Stock level, D+1","9190425220.0000","06/11/2022 15:30:00","L"
"06/11/2022 15:00:09","06/11/2022","Storage, Long Range, Stock Levels","3417.9368","06/11/2022 15:56:00",""
"06/11/2022 15:00:09","06/11/2022","Storage, Medium Range, Stock Levels","17210.7802","06/11/2022 15:56:00",""
"06/11/2022 15:00:09","06/11/2022","Storage, Short Range, Stock Levels","0.0000","06/11/2022 15:56:00",""
"05/11/2022 15:30:00","05/11/2022","LNG, Daily Aggregated Stock level, D+1","9916258649.0000","05/11/2022 15:30:01","L"
"05/11/2022 15:00:18","05/11/2022","Storage, Long Range, Stock Levels","3343.9005","05/11/2022 15:56:00",""
"05/11/2022 15:00:18","05/11/2022","Storage, Medium Range, Stock Levels","16970.3783","05/11/2022 15:56:00",""
"05/11/2022 15:00:18","05/11/2022","Storage, Short Range, Stock Levels","0.0000","05/11/2022 15:56:00",""
